time_s,voltage_v
0.0,-0.004212588
0.0002,-0.005296138
0.0004,-0.01019516
0.0006,-0.0144373
0.0008,-0.0163589
0.001,-0.01606064
0.0012,-0.0150722
0.0014,-0.01637406
0.0016,-0.01761688
0.0018,-0.01870742
0.002,-0.02040817
0.0022,-0.02375404
0.0024,-0.02494236
0.0026,-0.02594964
0.0028,-0.02649063
0.003,-0.02704407
0.0032,-0.02702659
0.0034,-0.02856861
0.0036,-0.02837149
0.0038,-0.02834525
0.004,-0.02964302
0.0042,-0.02823323
0.0044,-0.02889702
0.0046,-0.0316437
0.0048,-0.03237429
0.005,-0.02998367
0.0052,-0.02918591
0.0054,-0.02936386
0.0056,-0.02931061
0.0058,-0.02965974
0.006,-0.0271317
0.0062,-0.02466183
0.0064,-0.02352003
0.0066,-0.02148413
0.0068,-0.01980235
0.007,-0.0169863
0.0072,-0.01547762
0.0074,-0.01437533
0.0076,-0.01279762
0.0078,-0.009928364
0.008,-0.008807198
0.0082,-0.008559323
0.0084,-0.00710331
0.0086,-0.004896946
0.0088,-0.002079599
0.009,-0.0009747407
0.0092,-0.002266105
0.0094,-0.002906904
0.0096,-0.001243005
0.0098,-0.0003819728
0.01,0.0009721625
0.0102,0.001687094
0.0104,0.002819953
0.0106,0.004776153
0.0108,0.007598466
0.011,0.01022982
0.0112,0.01092483
0.0114,0.01292145
0.0116,0.0156646
0.0118,0.01615673
0.012,0.01649113
0.0122,0.01739206
0.0124,0.01848984
0.0126,0.0192638
0.0128,0.01953513
0.013,0.02131103
0.0132,0.02034072
0.0134,0.02111127
0.0136,0.02090303
0.0138,0.0187764
0.014,0.01773859
0.0142,0.01834168
0.0144,0.01975957
0.0146,0.02006832
0.0148,0.02138586
0.015,0.02202417
0.0152,0.02437606
0.0154,0.0262323
0.0156,0.02680034
0.0158,0.02755084
0.016,0.02815135
0.0162,0.02664856
0.0164,0.02669262
0.0166,0.02756807
0.0168,0.02837668
0.017,0.02737674
0.0172,0.02538072
0.0174,0.02447448
0.0176,0.02184757
0.0178,0.02075949
0.018,0.01975696
0.0182,0.01751387
0.0184,0.01622377
0.0186,0.01263857
0.0188,0.009709917
0.019,0.008656424
0.0192,0.007319584
0.0194,0.00561403
0.0196,0.004322401
0.0198,0.002862335
0.02,0.0002585849
0.0202,-0.001565925
0.0204,-0.00320299
0.0206,-0.004853123
0.0208,-0.01069838
0.021,-0.01381355
0.0212,-0.01413505
0.0214,-0.01506666
0.0216,-0.0161848
0.0218,-0.01892296
0.022,-0.02083695
0.0222,-0.02320202
0.0224,-0.02632451
0.0226,-0.0274136
0.0228,-0.02709517
0.023,-0.0286012
0.0232,-0.02971248
0.0234,-0.03173787
0.0236,-0.03206687
0.0238,-0.03415051
0.024,-0.03588407
0.0242,-0.03464413
0.0244,-0.03348749
0.0246,-0.03185842
0.0248,-0.03108202
0.025,-0.03061572
0.0252,-0.03033261
0.0254,-0.03006771
0.0256,-0.02956992
0.0258,-0.02889468
0.026,-0.02856125
0.0262,-0.02849777
0.0264,-0.02883928
0.0266,-0.02771578
0.0268,-0.02720412
0.027,-0.02523897
0.0272,-0.02240712
0.0274,-0.02140368
0.0276,-0.01974965
0.0278,-0.01820651
0.028,-0.01712299
0.0282,-0.01624978
0.0284,-0.01390352
0.0286,-0.0114765
0.0288,-0.008178437
0.029,-0.004743895
0.0292,-0.001636511
0.0294,-0.001620339
0.0296,-8.980142e-05
0.0298,0.002690517
0.03,0.004101338
0.0302,0.006571416
0.0304,0.009169141
0.0306,0.01234579
0.0308,0.01478555
0.031,0.01740794
0.0312,0.01954463
0.0314,0.02010893
0.0316,0.02080489
0.0318,0.02376397
0.032,0.02497167
0.0322,0.02617867
0.0324,0.02780619
0.0326,0.03216266
0.0328,0.03558963
0.033,0.03689311
0.0332,0.03759114
0.0334,0.03526704
0.0336,0.03510432
0.0338,0.0356703
0.034,0.03509344
0.0342,0.03492945
0.0344,0.03506302
0.0346,0.03692817
0.0348,0.03631804
0.035,0.03579691
0.0352,0.03386769
0.0354,0.03097266
0.0356,0.03030774
0.0358,0.02901726
0.036,0.02914892
0.0362,0.02730818
0.0364,0.02720811
0.0366,0.02776973
