Source File Name:	Scan
Signal:	Time - Ref2 Voltage - Samples

Time	Time Signal
[ s ]	[ V ]
0	-0.014798
0.0002	-0.0161055
0.0004	-0.01770653
0.0006	-0.01749556
0.0008	-0.01904895
0.001	-0.01918189
0.0012	-0.01983239
0.0014	-0.02204466
0.0016	-0.02168059
0.0018	-0.02225804
0.002	-0.02183898
0.0022	-0.02360284
0.0024	-0.02491526
0.0026	-0.02517396
0.0028	-0.02750882
0.003	-0.02885276
0.0032	-0.02921408
0.0034	-0.02936184
0.0036	-0.02961645
0.0038	-0.03015089
0.004	-0.02930053
0.0042	-0.02779898
0.0044	-0.02697336
0.0046	-0.02518872
0.0048	-0.02512355
0.005	-0.02324064
0.0052	-0.02174411
0.0054	-0.02032217
0.0056	-0.01838258
0.0058	-0.01759975
0.006	-0.01630944
0.0062	-0.0140774
0.0064	-0.01254774
0.0066	-0.01136163
0.0068	-0.01109906
0.007	-0.01149457
0.0072	-0.008126567
0.0074	-0.005076308
0.0076	-0.002830496
0.0078	-0.0005152519
0.008	0.00167791
0.0082	0.003499997
0.0084	0.004944896
0.0086	0.006681118
0.0088	0.008068444
0.009	0.01002338
0.0092	0.0118082
0.0094	0.01192818
0.0096	0.01426459
0.0098	0.01559831
0.01	0.01688547
0.0102	0.01934334
0.0104	0.02072291
0.0106	0.02226136
0.0108	0.0226857
0.011	0.02378986
0.0112	0.02427041
0.0114	0.02442765
0.0116	0.02567871
0.0118	0.02589477
0.012	0.02620702
0.0122	0.02703317
0.0124	0.02755708
0.0126	0.02799954
0.0128	0.0287046
0.013	0.02838561
0.0132	0.02723529
0.0134	0.02659532
0.0136	0.02713502
0.0138	0.02654291
0.014	0.02692476
0.0142	0.02605967
0.0144	0.02442769
0.0146	0.02466236
0.0148	0.02333115
0.015	0.02061793
0.0152	0.01992751
0.0154	0.02016808
0.0156	0.01903781
0.0158	0.0164195
0.016	0.01495558
0.0162	0.01291931
0.0164	0.0121174
0.0166	0.0106884
0.0168	0.008731466
0.017	0.007494979
0.0172	0.006809038
0.0174	0.005066444
