Source File Name:	Scan
0.0174	0.02265824
0.0176	0.02282592
0.0178	0.02500773
0.018	0.02676711
0.0182	0.02662629
0.0184	0.02676878
0.0186	0.02718759
0.0188	0.02460246
0.019	0.02459921
0.0192	0.02569854
0.0194	0.02537508
0.0196	0.02429515
0.0198	0.02240644
0.02	0.02125196
0.0202	0.02150281
0.0204	0.02239689
0.0206	0.02078669
0.0208	0.01979233
0.021	0.01907699
0.0212	0.01832426
0.0214	0.01836471
0.0216	0.01614187
0.0218	0.0128466
0.022	0.01110454
0.0222	0.009917975
0.0224	0.009426825
0.0226	0.008848241
0.0228	0.007848006
0.023	0.005144232
0.0232	0.001850797
0.0234	0.0006491682
0.0236	-0.0004615752
0.0238	-0.001235311
0.024	-0.00313472
0.0242	-0.00436716
0.0244	-0.005457431
0.0246	-0.006696249
0.0248	-0.008712396
0.025	-0.00989497
0.0252	-0.009992569
0.0254	-0.01134406
0.0256	-0.01271617
0.0258	-0.01314361
0.026	-0.0147734
0.0262	-0.01617417
0.0264	-0.01845518
0.0266	-0.02000905
0.0268	-0.019721
0.027	-0.01886609
0.0272	-0.01761486
0.0274	-0.01873307
0.0276	-0.02123565
0.0278	-0.02218749
0.028	-0.0235178
0.0282	-0.02389921
0.0284	-0.02505052
0.0286	-0.02380695
0.0288	-0.02394554
0.029	-0.02460419
0.0292	-0.02416666
0.0294	-0.02515501
0.0296	-0.02516262
0.0298	-0.02407553
0.03	-0.02170851
0.0302	-0.02137965
0.0304	-0.02109899
0.0306	-0.02106698
0.0308	-0.02104888
0.031	-0.01979523
0.0312	-0.02067885
0.0314	-0.02031021
0.0316	-0.01866396
0.0318	-0.01516978
0.032	-0.0135549
0.0322	-0.01206667
0.0324	-0.01046203
0.0326	-0.007943268
0.0328	-0.004812522
0.033	-0.002985142
0.0332	-0.001001839
0.0334	-0.0004465664
0.0336	0.0008540059
0.0338	0.0001478263
0.034	-0.0003186697
0.0342	0.001082605
0.0344	0.003159201
0.0346	0.005403072
0.0348	0.007327468
0.035	0.01007531
0.0352	0.01209323
0.0354	0.01170649
0.0356	0.01321509
0.0358	0.01376427
0.036	0.0122264
0.0362	0.01212637
0.0364	0.01416095
0.0366	0.01624228
0.0368	0.01769982
0.037	0.01817867
0.0372	0.0187077
0.0374	0.01817597
0.0376	0.01958077
0.0378	0.02181744
0.038	0.0235215
0.0382	0.02339911
0.0384	0.02318489
0.0386	0.02433012
0.0388	0.02622828
0.039	0.02532903
0.0392	0.02568367
0.0394	0.02658881
0.0396	0.02611284
0.0398	0.02629631
0.04	0.02686734
0.0402	0.02608233
0.0404	0.0238764
0.0406	0.02285481
0.0408	0.02184812
0.041	0.02172485
0.0412	0.01882158
0.0414	0.01712757
0.0416	0.01671246
0.0418	0.01491706
0.042	0.01358533
0.0422	0.01168965
0.0424	0.01100452
0.0426	0.01009242
0.0428	0.00827477
0.043	0.00610643
0.0432	0.003628928
0.0434	0.003157007
0.0436	0.0005075732
0.0438	-0.001999701
0.044	-0.001790191
0.0442	-0.002817137
0.0444	-0.004389885
0.0446	-0.006322414
0.0448	-0.008255788
0.045	-0.007885955
0.0452	-0.008224533
0.0454	-0.01184845
0.0456	-0.01577821
0.0458	-0.01705305
0.046	-0.01809192
0.0462	-0.01796823
0.0464	-0.01949167
0.0466	-0.01911028
0.0468	-0.02084083
0.047	-0.02206234
0.0472	-0.02129962
0.0474	-0.02218038
0.0476	-0.02450944
0.0478	-0.02652593
0.048	-0.02607907
0.0482	-0.02743675
0.0484	-0.02969242
0.0486	-0.03020771
0.0488	-0.02929954
0.049	-0.02814172
0.0492	-0.02791139
0.0494	-0.02710785
0.0496	-0.02431294
0.0498	-0.02244432
0.05	-0.02167613
0.0502	-0.02125483
0.0504	-0.02088885
0.0506	-0.0209291
0.0508	-0.01920933
0.051	-0.01761185
0.0512	-0.01708509
0.0514	-0.01582338
0.0516	-0.0139374
0.0518	-0.01255942
0.052	-0.01189274
0.0522	-0.009751502
0.0524	-0.006241941
0.0526	-0.006398802
0.0528	-0.00738246
0.053	-0.007014136
0.0532	-0.0065579
0.0534	-0.004602944
0.0536	-0.003296581
0.0538	-0.003172956
0.054	-0.001114546
0.0542	0.0005280342
0.0544	0.00244429
0.0546	0.00307434
0.0548	0.005228106
0.055	0.0076303
0.0552	0.008109421
0.0554	0.00944887
0.0556	0.01035896
0.0558	0.01110967
0.056	0.01184657
0.0562	0.0139031
0.0564	0.01420032
0.0566	0.01622111
0.0568	0.01807285
0.057	0.01941008
0.0572	0.02102838
0.0574	0.02165233
0.0576	0.02248205
0.0578	0.02357533
0.058	0.02456171
0.0582	0.02533873
0.0584	0.02438628
0.0586	0.02419907
0.0588	0.02430534
0.059	0.02447977
0.0592	0.02526254
0.0594	0.02406176
0.0596	0.02240587
0.0598	0.02286657
0.06	0.02278772
0.0602	0.02222275
0.0604	0.02195844
0.0606	0.02265841
0.0608	0.02341093
0.061	0.02186776
0.0612	0.019474
0.0614	0.01715829
0.0616	0.01575164
0.0618	0.0155776
0.062	0.01474065
0.0622	0.01172772
0.0624	0.0107075
0.0626	0.009927117
0.0628	0.007122764
0.063	0.005687355
0.0632	0.005259175
0.0634	0.00356767
0.0636	0.001819607
0.0638	0.001530144
0.064	-0.001547325
0.0642	-0.004749204
0.0644	-0.005407541
0.0646	-0.005929952
0.0648	-0.008015685
0.065	-0.01019344
0.0652	-0.01242492
0.0654	-0.01363244
0.0656	-0.01464338
0.0658	-0.01510434
0.066	-0.01750185
0.0662	-0.01926327
0.0664	-0.01869307
0.0666	-0.02079157
0.0668	-0.02091076
0.067	-0.02165328
0.0672	-0.02314859
0.0674	-0.02224493
0.0676	-0.02267752
0.0678	-0.02410836
0.068	-0.02462194
0.0682	-0.02618702
0.0684	-0.02557658
0.0686	-0.02565238
0.0688	-0.02613343
0.069	-0.02548095
0.0692	-0.0238625
0.0694	-0.02258477
0.0696	-0.02273055
0.0698	-0.0218679
0.07	-0.0219361
0.0702	-0.02112679
0.0704	-0.02083479
0.0706	-0.02088333
0.0708	-0.01899351
0.071	-0.01754717
0.0712	-0.01691271
0.0714	-0.01635952
0.0716	-0.01516323
0.0718	-0.01423561
0.072	-0.0129391
0.0722	-0.01200221
0.0724	-0.01164704
0.0726	-0.01141832
0.0728	-0.01012499
0.073	-0.005954158
0.0732	-0.004192216
0.0734	-0.001795947
0.0736	0.001558519
0.0738	0.004250619
0.074	0.005434858
0.0742	0.00624407
0.0744	0.008715197
0.0746	0.009605226
0.0748	0.01152799
0.075	0.01376297
0.0752	0.01354073
0.0754	0.01482532
0.0756	0.01538984
0.0758	0.01787388
0.076	0.0165601
0.0762	0.01716134
0.0764	0.01926976
0.0766	0.02055255
0.0768	0.02148995
0.077	0.0220992
0.0772	0.02273155
0.0774	0.02306285
0.0776	0.02421811
0.0778	0.02468524
0.078	0.0255935
0.0782	0.02535593
0.0784	0.02452637
0.0786	0.02615255
0.0788	0.02600024
0.079	0.02537533
0.0792	0.02341611
0.0794	0.02292373
0.0796	0.02366214
0.0798	0.02453865
0.08	0.0243089
0.0802	0.02225068
0.0804	0.02238677
0.0806	0.02182605
0.0808	0.02007847
0.081	0.01768024
0.0812	0.01622063
0.0814	0.01437778
0.0816	0.01322848
0.0818	0.01237817
0.082	0.01039266
0.0822	0.009241181
0.0824	0.009374624
0.0826	0.007309585
0.0828	0.002947269
0.083	0.00154527
0.0832	0.0003424181
0.0834	-0.002419663
0.0836	-0.004816991
0.0838	-0.006131912
0.084	-0.00806603
0.0842	-0.008777834
0.0844	-0.009841501
0.0846	-0.008888299
0.0848	-0.00933163
0.085	-0.01121559
0.0852	-0.01416407
0.0854	-0.01513348
0.0856	-0.01611374
0.0858	-0.01582781
0.086	-0.01541255
0.0862	-0.01856712
0.0864	-0.01847348
0.0866	-0.0188783
0.0868	-0.02012286
0.087	-0.02167643
0.0872	-0.02372853
0.0874	-0.02438956
0.0876	-0.02314794
0.0878	-0.02255662
0.088	-0.0232675
0.0882	-0.02367206
0.0884	-0.02268024
0.0886	-0.02332352
0.0888	-0.02429964
0.089	-0.02224102
0.0892	-0.02172683
0.0894	-0.02133414
0.0896	-0.02112305
0.0898	-0.02123461
0.09	-0.0212635
0.0902	-0.02156674
0.0904	-0.01998421
0.0906	-0.01821487
0.0908	-0.01678709
0.091	-0.01641
0.0912	-0.0160484
0.0914	-0.01614799
0.0916	-0.01515241
0.0918	-0.01292326
0.092	-0.01123595
0.0922	-0.00908396
0.0924	-0.007950052
0.0926	-0.006979601
0.0928	-0.005487094
0.093	-0.002595952
0.0932	-0.002313993
0.0934	-0.001115326
0.0936	0.0009589602
0.0938	0.004122819
0.094	0.006431283
0.0942	0.008350112
0.0944	0.01001782
0.0946	0.01068858
0.0948	0.01151126
0.095	0.01225892
0.0952	0.01328643
0.0954	0.01358943
0.0956	0.01434137
0.0958	0.01454097
0.096	0.01647473
0.0962	0.01828735
0.0964	0.01925014
0.0966	0.02097115
0.0968	0.02053312
0.097	0.0205343
0.0972	0.02260399
0.0974	0.02372744
0.0976	0.02410448
0.0978	0.02552396
0.098	0.02692263
0.0982	0.02829976
0.0984	0.02719982
0.0986	0.02736891
0.0988	0.02794123
0.099	0.02721685
0.0992	0.02675774
0.0994	0.0249199
0.0996	0.02284427
0.0998	0.0210631
0.1	0.01891253
0.1002	0.01674038
0.1004	0.01552305
0.1006	0.0148951
0.1008	0.01571054
0.101	0.01540329
0.1012	0.01503262
0.1014	0.01442646
0.1016	0.0127657
0.1018	0.01107903
0.102	0.01017048
0.1022	0.008717159
0.1024	0.008749649
0.1026	0.008077694
0.1028	0.007285899
0.103	0.005061759
0.1032	0.003159303
0.1034	0.000354466
0.1036	-0.002357081
0.1038	-0.003561789
0.104	-0.004924715
0.1042	-0.007664108
0.1044	-0.00962486
0.1046	-0.01072516
0.1048	-0.01274823
0.105	-0.01254456
0.1052	-0.01240482
0.1054	-0.01390126
0.1056	-0.01672062
0.1058	-0.01974978
0.106	-0.02027133
0.1062	-0.02137014
0.1064	-0.02209314
0.1066	-0.02246359
0.1068	-0.02324179
0.107	-0.02316382
0.1072	-0.02370973
0.1074	-0.02404369
0.1076	-0.02311287
0.1078	-0.02523875
0.108	-0.0267421
0.1082	-0.02600065
0.1084	-0.02587323
0.1086	-0.02534393
0.1088	-0.02566429
0.109	-0.02745732
0.1092	-0.02666889
0.1094	-0.02530463
0.1096	-0.02385976
0.1098	-0.02204683
0.11	-0.02058155
0.1102	-0.01995029
0.1104	-0.01958517
0.1106	-0.01809769
0.1108	-0.01560918
0.111	-0.01504541
0.1112	-0.01492574
0.1114	-0.01367757
0.1116	-0.01221475
0.1118	-0.01001723
0.112	-0.008722511
0.1122	-0.007433314
0.1124	-0.006768022
0.1126	-0.005792978
0.1128	-0.004846591
0.113	-0.00321935
0.1132	-0.001114164
0.1134	-0.0003614357
0.1136	0.0008796611
0.1138	0.003906479
0.114	0.004568246
0.1142	0.005882296
0.1144	0.007023024
0.1146	0.008573723
0.1148	0.009798546
0.115	0.01135127
0.1152	0.01213529
0.1154	0.01292795
0.1156	0.01570768
0.1158	0.01639985
0.116	0.01654852
0.1162	0.01857832
0.1164	0.02237617
0.1166	0.02428408
0.1168	0.02496764
0.117	0.02473167
0.1172	0.02427046
0.1174	0.02340616
0.1176	0.0234461
0.1178	0.02407178
0.118	0.02315843
0.1182	0.0243957
0.1184	0.02342035
0.1186	0.02294045
0.1188	0.02157056
0.119	0.02124585
0.1192	0.02006827
0.1194	0.02080503
0.1196	0.01958643
0.1198	0.01795256
0.12	0.01899211
0.1202	0.0179131
0.1204	0.01862217
0.1206	0.0193526
0.1208	0.01793187
0.121	0.01638532
0.1212	0.01677632
0.1214	0.01466837
0.1216	0.01268047
0.1218	0.01008839
0.122	0.008380359
0.1222	0.007564144
0.1224	0.004625288
0.1226	0.003056218
0.1228	0.003606837
0.123	0.003591357
0.1232	0.002147553
0.1234	-0.0006532745
0.1236	-0.002558169
0.1238	-0.004615503
0.124	-0.006437187
0.1242	-0.007454267
0.1244	-0.007505621
0.1246	-0.008608302
0.1248	-0.01045701
0.125	-0.01267261
0.1252	-0.01160983
0.1254	-0.01253588
0.1256	-0.01440699
0.1258	-0.01564235
0.126	-0.01534067
0.1262	-0.01633387
0.1264	-0.01687385
0.1266	-0.01689879
0.1268	-0.01809649
0.127	-0.01984982
0.1272	-0.02160748
0.1274	-0.02144913
0.1276	-0.02198092
0.1278	-0.02171373
0.128	-0.02242872
0.1282	-0.02195953
0.1284	-0.02333336
0.1286	-0.02570838
0.1288	-0.02720368
0.129	-0.02578161
0.1292	-0.02349169
0.1294	-0.02186104
0.1296	-0.02053769
0.1298	-0.02173551
0.13	-0.02018738
0.1302	-0.01855682
0.1304	-0.01802
0.1306	-0.01818666
0.1308	-0.01843128
0.131	-0.01800603
0.1312	-0.02008578
0.1314	-0.02282357
0.1316	-0.02472102
0.1318	-0.02662014
0.132	-0.02793494
0.1322	-0.02848105
0.1324	-0.02641374
0.1326	-0.0226502
0.1328	-0.02063619
0.133	-0.01860881
0.1332	-0.01552934
0.1334	-0.01229188
0.1336	-0.008288098
0.1338	-0.005390083
0.134	-0.002645975
0.1342	0.0003520696
0.1344	0.004055306
0.1346	0.007367557
0.1348	0.009127843
0.135	0.01325682
0.1352	0.01764519
0.1354	0.02101121
0.1356	0.02478189
0.1358	0.02631149
0.136	0.02820449
0.1362	0.03075946
0.1364	0.03422471
0.1366	0.03643719
0.1368	0.03801853
0.137	0.03712995
0.1372	0.03690556
0.1374	0.03580882
0.1376	0.03535479
0.1378	0.03844322
0.138	0.03971412
0.1382	0.03851289
0.1384	0.03957057
0.1386	0.04027949
0.1388	0.04048603
0.139	0.04008359
0.1392	0.03964674
0.1394	0.03615738
0.1396	0.03266757
0.1398	0.03153509
0.14	0.02983138
0.1402	0.02744753
0.1404	0.02371012
0.1406	0.02221925
0.1408	0.01910437
0.141	0.01552508
0.1412	0.01215111
0.1414	0.01061511
0.1416	0.01043578
0.1418	0.009123026
0.142	0.007073833
0.1422	0.005593252
0.1424	0.003369925
0.1426	0.0009228931
0.1428	-0.0006543417
0.143	-0.001131627
0.1432	-0.00169303
0.1434	-0.003574945
0.1436	-0.003494264
0.1438	-0.004444202
0.144	-0.007582065
0.1442	-0.01089895
0.1444	-0.01086332
0.1446	-0.01159042
0.1448	-0.01418595
0.145	-0.01421649
0.1452	-0.01519605
0.1454	-0.01478397
0.1456	-0.01414605
0.1458	-0.0163511
0.146	-0.01816156
0.1462	-0.01960697
0.1464	-0.02022929
0.1466	-0.02161177
0.1468	-0.02378297
0.147	-0.02376432
0.1472	-0.02308187
0.1474	-0.02234262
0.1476	-0.02344001
0.1478	-0.02517346
0.148	-0.02549485
0.1482	-0.02517235
0.1484	-0.02488912
0.1486	-0.02510936
0.1488	-0.02420105
0.149	-0.02458524
0.1492	-0.02484595
0.1494	-0.02472717
0.1496	-0.02320605
0.1498	-0.02116646
0.15	-0.02187595
0.1502	-0.02219622
0.1504	-0.02019158
0.1506	-0.01788958
0.1508	-0.01748225
0.151	-0.01675596
0.1512	-0.01643545
0.1514	-0.01679434
0.1516	-0.01568349
0.1518	-0.01485611
0.152	-0.01316845
0.1522	-0.01169787
0.1524	-0.00954534
0.1526	-0.008506319
0.1528	-0.006338603
0.153	-0.005296703
0.1532	-0.005342057
0.1534	-0.003831289
0.1536	-0.002058676
0.1538	0.000851468
0.154	0.002030188
0.1542	0.003240444
0.1544	0.005399507
0.1546	0.007107487
0.1548	0.006919997
0.155	0.007993355
0.1552	0.01005849
0.1554	0.01181317
0.1556	0.01292986
0.1558	0.01455534
0.156	0.01624962
0.1562	0.01724792
0.1564	0.02066029
0.1566	0.0211665
0.1568	0.02082691
0.157	0.02273628
0.1572	0.02339888
0.1574	0.0243477
0.1576	0.02399069
0.1578	0.02540074
0.158	0.02841187
0.1582	0.02855625
0.1584	0.02825234
0.1586	0.02776193
0.1588	0.02662491
0.159	0.0255884
0.1592	0.02615871
0.1594	0.02645775
0.1596	0.02568861
0.1598	0.02382783
0.16	0.02253869
0.1602	0.02144602
0.1604	0.01966749
0.1606	0.01752556
0.1608	0.01590776
0.161	0.01483688
0.1612	0.0136342
0.1614	0.01242937
0.1616	0.0111569
0.1618	0.0100374
0.162	0.007800365
0.1622	0.006492038
0.1624	0.005391548
0.1626	0.005237098
0.1628	0.003845734
0.163	0.001736487
0.1632	0.0007792316
0.1634	0.0007360192
0.1636	0.0001684349
0.1638	-0.00184153
0.164	-0.004798016
0.1642	-0.006258778
0.1644	-0.008456851
0.1646	-0.010735
0.1648	-0.01219239
0.165	-0.01309719
0.1652	-0.01431436
0.1654	-0.01345022
0.1656	-0.01457846
0.1658	-0.01613843
0.166	-0.01749681
0.1662	-0.01862652
0.1664	-0.01995519
0.1666	-0.02208158
0.1668	-0.02131367
0.167	-0.02262907
0.1672	-0.02407232
0.1674	-0.02341027
0.1676	-0.02274825
0.1678	-0.02155361
0.168	-0.0218998
0.1682	-0.02072159
0.1684	-0.02034794
0.1686	-0.02173949
0.1688	-0.02138607
0.169	-0.0214381
0.1692	-0.02176125
0.1694	-0.02146346
0.1696	-0.0210608
0.1698	-0.02129927
0.17	-0.02189095
0.1702	-0.02128017
0.1704	-0.0195541
0.1706	-0.01781506
0.1708	-0.01775735
0.171	-0.0169104
0.1712	-0.0162428
0.1714	-0.01502785
0.1716	-0.01314097
0.1718	-0.01025572
0.172	-0.009375676
0.1722	-0.007952326
0.1724	-0.005223216
0.1726	-0.004672225
0.1728	-0.003453935
0.173	-0.002812269
0.1732	-0.0009181676
0.1734	0.0008184941
0.1736	0.0008346146
0.1738	0.003352011
0.174	0.003662189
0.1742	0.002984005
0.1744	0.005430375
0.1746	0.007790357
0.1748	0.01019629
0.175	0.01220444
0.1752	0.01174698
0.1754	0.01119962
0.1756	0.01349633
0.1758	0.0162669
0.176	0.01885101
0.1762	0.01841643
0.1764	0.01847583
0.1766	0.01884723
0.1768	0.0181833
0.177	0.01780799
0.1772	0.01846039
0.1774	0.01955733
0.1776	0.01901769
0.1778	0.01916518
0.178	0.02049443
0.1782	0.02128136
0.1784	0.02265124
0.1786	0.02298423
0.1788	0.02223889
0.179	0.02182876
0.1792	0.02145988
0.1794	0.0225637
0.1796	0.02419481
0.1798	0.02281987
0.18	0.02108092
0.1802	0.02004153
0.1804	0.0198745
0.1806	0.0187441
0.1808	0.01644916
0.181	0.01698157
0.1812	0.0162546
0.1814	0.01509878
0.1816	0.01410275
0.1818	0.01314126
0.182	0.01298106
0.1822	0.01067845
0.1824	0.008288158
0.1826	0.007827494
0.1828	0.004523199
0.183	0.002653992
0.1832	-0.000553705
0.1834	-0.002512915
0.1836	-0.005363428
0.1838	-0.006819166
0.184	-0.006471391
0.1842	-0.006645048
0.1844	-0.008765263
0.1846	-0.009600029
0.1848	-0.009763969
0.185	-0.01157851
0.1852	-0.01205971
0.1854	-0.0117768
0.1856	-0.01453027
0.1858	-0.01517765
0.186	-0.01607942
0.1862	-0.01607756
0.1864	-0.01658637
0.1866	-0.01897964
0.1868	-0.02023107
0.187	-0.02030882
0.1872	-0.02044474
0.1874	-0.02132388
0.1876	-0.0223348
0.1878	-0.02425823
0.188	-0.02528319
0.1882	-0.02404751
0.1884	-0.02279297
0.1886	-0.02161878
0.1888	-0.02193167
0.189	-0.02229301
0.1892	-0.02145681
0.1894	-0.02122665
0.1896	-0.01935452
0.1898	-0.02028321
0.19	-0.02060149
0.1902	-0.01988309
0.1904	-0.01860878
0.1906	-0.01711456
0.1908	-0.0155384
0.191	-0.01442514
0.1912	-0.01442881
0.1914	-0.01372801
0.1916	-0.01187188
0.1918	-0.01003946
0.192	-0.007910482
0.1922	-0.006782383
0.1924	-0.005838502
0.1926	-0.004798159
0.1928	-0.004563326
0.193	-0.002855111
0.1932	-0.001541488
0.1934	0.001179668
0.1936	0.003906215
0.1938	0.004355461
0.194	0.003869258
0.1942	0.004878249
0.1944	0.00715109
0.1946	0.008672517
0.1948	0.009329818
0.195	0.01087907
0.1952	0.01112732
0.1954	0.01334344
0.1956	0.01417455
0.1958	0.01430082
0.196	0.01594696
0.1962	0.0164746
0.1964	0.01699316
0.1966	0.01858077
0.1968	0.0195032
0.197	0.0210155
0.1972	0.02234943
0.1974	0.02214043
0.1976	0.02197922
0.1978	0.02271745
0.198	0.02215551
0.1982	0.02155445
0.1984	0.02125931
0.1986	0.02075401
0.1988	0.02164019
0.199	0.02233669
0.1992	0.02173263
0.1994	0.02141059
0.1996	0.02132441
0.1998	0.02005835
0.2	0.02018514
0.2002	0.01885337
0.2004	0.01765007
0.2006	0.01739443
0.2008	0.01688023
0.201	0.01516435
0.2012	0.01377264
0.2014	0.01135558
0.2016	0.00983697
0.2018	0.009734723
0.202	0.008916731
0.2022	0.007145375
0.2024	0.006026493
0.2026	0.006161392
0.2028	0.004310881
0.203	0.002024409
0.2032	0.0003502961
0.2034	-0.0008303162
0.2036	-0.001135406
0.2038	-0.00321834
0.204	-0.003757999
0.2042	-0.004674309
0.2044	-0.006425119
0.2046	-0.007273979
0.2048	-0.00827962
0.205	-0.008726245
0.2052	-0.009871285
0.2054	-0.01161864
0.2056	-0.01187506
0.2058	-0.01275011
0.206	-0.01166098
0.2062	-0.01212795
0.2064	-0.01450648
0.2066	-0.0154289
0.2068	-0.01692124
0.207	-0.01886343
0.2072	-0.01995081
0.2074	-0.02177973
0.2076	-0.02299149
0.2078	-0.02179248
0.208	-0.02007751
0.2082	-0.02069601
0.2084	-0.02135042
0.2086	-0.02062095
0.2088	-0.02045438
0.209	-0.01942546
0.2092	-0.01786358
0.2094	-0.0190191
0.2096	-0.0192862
0.2098	-0.01729763
0.21	-0.01690805
0.2102	-0.01614911
0.2104	-0.01440317
0.2106	-0.0134108
0.2108	-0.01412698
0.211	-0.01362625
0.2112	-0.01252898
0.2114	-0.01107406
0.2116	-0.0105036
0.2118	-0.00995746
0.212	-0.008422461
0.2122	-0.007133973
0.2124	-0.004754825
0.2126	-0.005176956
0.2128	-0.005305913
0.213	-0.003502517
0.2132	-0.002797252
0.2134	-0.001870952
0.2136	0.0005911996
0.2138	0.002587508
0.214	0.003774546
0.2142	0.004832427
0.2144	0.006522588
0.2146	0.008577604
0.2148	0.00915345
0.215	0.009424998
0.2152	0.008659624
0.2154	0.009946633
0.2156	0.01211936
0.2158	0.01181149
0.216	0.01139294
0.2162	0.01296291
0.2164	0.01444945
0.2166	0.01553487
0.2168	0.01602563
0.217	0.01520975
0.2172	0.01536515
0.2174	0.01530693
0.2176	0.01543188
0.2178	0.0159369
0.218	0.0171678
0.2182	0.01818462
0.2184	0.01915468
0.2186	0.02096997
0.2188	0.02093766
0.219	0.02110966
0.2192	0.02060438
0.2194	0.02090625
0.2196	0.02040659
0.2198	0.02019387
0.22	0.01944573
0.2202	0.01855874
0.2204	0.01737436
0.2206	0.01604177
0.2208	0.01559358
0.221	0.01432928
0.2212	0.01458532
0.2214	0.01392701
0.2216	0.01150478
0.2218	0.01029081
0.222	0.009216267
0.2222	0.008379868
0.2224	0.00778336
0.2226	0.006236369
0.2228	0.003005251
0.223	0.00104923
0.2232	-8.640847e-5
0.2234	-0.002964747
0.2236	-0.003351299
0.2238	-0.004776176
0.224	-0.006062318
0.2242	-0.007392359
0.2244	-0.007351357
0.2246	-0.008857554
0.2248	-0.008841365
0.225	-0.009278785
0.2252	-0.01066719
0.2254	-0.01036544
0.2256	-0.01168098
0.2258	-0.01299783
0.226	-0.01441984
0.2262	-0.01509767
0.2264	-0.01600415
0.2266	-0.01711275
0.2268	-0.01765045
0.227	-0.01907905
0.2272	-0.0197257
0.2274	-0.02070536
0.2276	-0.02078873
0.2278	-0.02227644
0.228	-0.0220821
0.2282	-0.02179825
0.2284	-0.02163127
0.2286	-0.02177062
0.2288	-0.02195464
0.229	-0.02151234
0.2292	-0.02189264
0.2294	-0.02075024
0.2296	-0.02004184
0.2298	-0.01867855
0.23	-0.0170727
0.2302	-0.01476031
0.2304	-0.01379623
0.2306	-0.01393548
0.2308	-0.01259417
0.231	-0.01115827
0.2312	-0.01068785
0.2314	-0.009835009
0.2316	-0.009524148
0.2318	-0.009872172
0.232	-0.009379672
0.2322	-0.008715753
0.2324	-0.008020235
0.2326	-0.007373492
0.2328	-0.007092634
0.233	-0.005527527
0.2332	-0.004838551
0.2334	-0.001967279
0.2336	-0.0004411521
0.2338	6.076901e-5
0.234	0.001645324
0.2342	0.004260285
0.2344	0.006566298
0.2346	0.006737037
0.2348	0.007911628
0.235	0.009316077
0.2352	0.01132947
0.2354	0.01342167
0.2356	0.0144311
0.2358	0.01481676
0.236	0.01629207
0.2362	0.01838142
0.2364	0.01929359
0.2366	0.02102883
0.2368	0.02120211
0.237	0.02122556
0.2372	0.02248356
0.2374	0.02234787
0.2376	0.02290791
0.2378	0.02251067
0.238	0.0246914
0.2382	0.02665538
0.2384	0.02726207
0.2386	0.02509507
0.2388	0.02440655
0.239	0.02561978
0.2392	0.02380938
0.2394	0.0207123
0.2396	0.02005667
0.2398	0.01932856
0.24	0.01768837
0.2402	0.01619894
0.2404	0.0140658
0.2406	0.01348373
0.2408	0.01298724
0.241	0.01334759
0.2412	0.01325939
0.2414	0.01165822
0.2416	0.009504549
0.2418	0.007363795
0.242	0.006089253
0.2422	0.005376245
0.2424	0.004832569
0.2426	0.003549961
0.2428	0.003685631
0.243	0.001846102
0.2432	-0.001028132
0.2434	-0.002928201
0.2436	-0.003394035
0.2438	-0.004234226
0.244	-0.005302044
0.2442	-0.006830842
0.2444	-0.008127055
0.2446	-0.007923844
0.2448	-0.008675254
0.245	-0.009891341
0.2452	-0.01203936
0.2454	-0.01366711
0.2456	-0.014524
