Source File Name:	Scan
Signal:	Time - Ref2 Voltage - Samples

Time	Time Signal
[ s ]	[ V ]
0	-0.01213523
0.0002	-0.01142499
0.0004	-0.01094916
0.0006	-0.01174296
0.0008	-0.01084414
0.001	-0.01031357
0.0012	-0.01067274
0.0014	-0.009736396
0.0016	-0.01099629
0.0018	-0.01310301
0.002	-0.01297641
0.0022	-0.01301648
0.0024	-0.01442315
0.0026	-0.01336358
0.0028	-0.01286356
0.003	-0.0125217
0.0032	-0.01175484
0.0034	-0.01212155
0.0036	-0.01362454
0.0038	-0.01227557
0.004	-0.01032539
0.0042	-0.008718877
0.0044	-0.00724754
0.0046	-0.007792437
0.0048	-0.007222085
0.005	-0.005040748
0.0052	-0.004673876
0.0054	-0.003936381
0.0056	-0.004066196
0.0058	-0.00242069
0.006	-0.002335458
0.0062	-0.001252583
0.0064	-0.0004736355
0.0066	-0.0004854189
0.0068	0.0006398353
0.007	0.002192101
0.0072	0.00229072
0.0074	0.002939979
0.0076	0.005403357
0.0078	0.006169117
0.008	0.00832122
0.0082	0.009539553
0.0084	0.008704619
0.0086	0.009046867
0.0088	0.01050933
0.009	0.01141964
0.0092	0.01190349
0.0094	0.0109152
0.0096	0.01132322
0.0098	0.01195005
0.01	0.01150487
0.0102	0.01159356
0.0104	0.01221601
0.0106	0.01302327
0.0108	0.01337111
0.011	0.0133995
0.0112	0.01292488
0.0114	0.01370114
0.0116	0.01386239
0.0118	0.01359929
0.012	0.01531945
0.0122	0.01485919
0.0124	0.01456175
0.0126	0.01310046
0.0128	0.0134144
0.013	0.01268958
0.0132	0.01204528
0.0134	0.01079355
0.0136	0.009746506
0.0138	0.008234654
0.014	0.007158882
0.0142	0.005587121
0.0144	0.004969844
0.0146	0.003890584
0.0148	0.001868068
0.015	0.001804432
0.0152	0.001822442
0.0154	-0.0007151064
0.0156	-0.001774227
0.0158	-0.001368012
0.016	2.756481e-5
0.0162	-0.0008653319
0.0164	-0.002530353
0.0166	-0.001680833
0.0168	-0.0028114
0.017	-0.003402784
0.0172	-0.002479856
